,MedHouseVal
21307,1.125
19009,2.611
3138,5.00001
317,1.61
3101,1.995
36827,2.188
14697,2.419
35444,1.308
20835,1.676
29195,1.764
24351,2.894
36810,0.925
24587,5.00001
19710,1.704
35395,0.544
17808,3.679
34121,1.462
20050,2.179
15289,2.699
26906,1.464
21639,1.598
1944,0.828
17606,1.2
6500,1.283
10049,3.511
2377,3.919
21010,1.908
9432,1.505
29165,2.065
9595,0.958
14734,0.567
7491,2.438
17340,5.00001
15885,2.402
19706,0.735
36987,1.134
36403,1.654
23697,1.748
33526,1.212
11414,0.928
11078,1.75
29171,1.352
3258,1.791
36974,1.972
13272,2.143
26441,3.087
29564,2.469
28886,0.699
17102,1.819
12741,0.875
25215,1.739
35113,0.4
22355,1.112
33696,3.78
3582,2.158
21555,3.337
37054,3.374
9602,2.068
36619,1.801
13907,0.564
8958,2.866
34871,1.342
15772,1.661
18092,1.25
34939,0.593
17696,1.875
19309,0.703
9799,1.141
24121,3.848
28854,2.374
5210,1.875
22646,3.667
22387,2.833
31240,0.956
16870,3.761
32247,1.33
30818,2.557
17362,2.823
6179,3.5
7721,1.013
2330,0.885
8423,1.563
35953,2.379
19603,3.336
19551,1.25
34347,0.82
30819,2.337
5675,2.608
33035,3.5
29522,1.164
36214,1.813
4813,1.922
4633,1.632
18457,5.00001
32350,1.525
2740,3.605
15195,1.517
1308,3.056
35977,2.104
26980,0.9
15179,2.374
28455,0.58
17944,1.75
12021,4.091
14105,1.846
28783,0.576
4978,3.149
23666,0.934
4986,3.302
9917,3.0
1276,0.865
4501,0.814
34577,2.417
14967,3.047
31939,0.43
22312,1.296
9112,5.00001
36072,1.554
30442,5.00001
30761,1.905
2609,2.941
10719,5.00001
5476,1.31
23171,1.861
34378,1.218
14311,4.052
34096,1.0
20604,2.806
20527,1.337
4985,2.018
35624,2.385
28733,2.167
3226,2.824
31495,1.198
12715,0.931
34421,0.525
32341,0.7
27009,2.662
35322,1.98
19461,2.783
12039,2.893
492,1.953
36993,1.107
1702,1.297
24332,0.875
15181,0.841
21740,1.75
6319,1.125
9839,2.554
8720,2.725
23692,1.731
8979,4.433
18034,3.368
19488,1.734
33675,0.942
34550,4.072
16563,2.419
4823,1.242
5915,0.967
31232,5.00001
797,1.285
23360,1.679
3822,2.696
20279,2.175
32805,5.00001
24088,1.188
32493,0.9
27765,5.00001
3299,2.25
35267,2.714
37085,1.236
20227,2.201
19153,0.866
27474,2.17
4529,0.75
36261,1.55
18160,1.773
33053,0.735
36328,4.746
23328,2.123
1424,2.385
28625,1.25
33165,2.324
31293,1.114
14242,1.39
10800,0.621
34691,4.146
29535,0.813
30200,2.5
26866,3.812
36873,2.167
24910,5.00001
36055,1.245
33289,3.54
13806,1.463
35309,1.549
20613,5.00001
24769,1.918
26946,1.396
15426,3.435
19427,4.815
24352,1.341
18443,0.991
4297,2.368
25089,2.177
23730,1.647
6008,1.375
33433,2.3
5627,2.103
25600,3.526
31016,1.938
25297,3.04
10786,1.299
36195,1.65
34667,4.033
3261,1.0
7912,3.431
8932,1.215
31188,0.919
13559,2.394
2933,1.663
25119,1.875
4641,1.634
18878,1.28
17830,1.471
6220,2.096
9436,1.732
18055,1.401
14698,5.00001
17611,1.892
18439,0.684
14809,2.601
27581,1.694
31549,1.898
12748,1.875
11108,5.00001
17315,2.063
15994,1.742
4207,1.521
15125,3.038
19775,3.142
17759,1.398
24417,1.839
6483,1.398
25672,2.38
18852,2.188
877,1.113
33624,0.682
15849,2.258
6532,3.25
36093,2.871
8418,4.461
20894,4.6
23046,2.75
18729,2.099
16707,1.922
20492,1.343
29379,2.711
4367,1.813
35139,2.961
31194,1.81
27622,1.411
34705,3.5
30209,2.637
36296,3.258
19047,1.797
32636,2.31
12227,2.304
35829,1.743
26867,5.00001
1786,1.113
2463,1.577
1968,0.772
17210,3.536
19116,2.849
3446,1.276
27391,2.454
31290,3.294
29233,3.76
10024,2.108
31802,2.909
35864,3.067
10212,1.426
31619,1.125
18506,1.085
23085,1.481
31884,1.652
15385,1.099
3398,1.397
31073,0.673
16933,0.527
5511,1.528
12110,1.313
20241,1.607
20096,1.639
24936,0.756
18961,3.021
30125,1.416
7538,1.125
27733,1.281
11296,2.212
12993,1.208
24827,1.243
4121,1.441
19701,2.667
15494,2.25
9678,1.446
21396,0.647
18019,2.61
2028,1.911
16073,1.43
5288,0.988
26290,0.922
26889,5.00001
4462,2.85
4434,1.769
18982,1.345
32296,5.00001
12023,1.905
6167,1.516
21878,0.329
4399,5.00001
17665,1.726
11437,1.563
32726,5.00001
30870,2.271
33789,2.259
26898,5.00001
30478,1.623
30494,1.375
10401,1.931
25472,0.995
16183,0.555
8685,2.441
24603,0.844
486,2.774
6201,0.842
24309,5.00001
25006,3.524
22668,3.599
7781,0.608
20223,3.218
35379,4.561
6557,1.577
10217,1.277
24589,1.01
11956,0.64
4847,1.282
21443,2.006
22184,1.504
13597,0.925
7714,2.009
549,1.875
36596,1.691
18472,3.1
12289,1.668
8988,2.563
2928,1.563
14282,1.827
28860,0.481
16793,1.25
6917,2.405
29616,1.552
1601,1.844
36800,1.266
36808,2.123
30922,2.472
6859,0.992
16638,1.625
20335,0.645
1076,0.909
24304,2.906
33282,2.96
8332,2.25
10192,0.981
27125,5.00001
13515,2.375
791,2.935
3543,2.51
6364,5.00001
5637,3.483
37032,1.125
16943,2.131
36481,1.381
6381,1.167
8832,2.575
1284,2.829
10386,4.474
27375,0.811
4779,1.2
8588,1.483
5177,0.68
14327,0.755
9985,0.863
22711,3.643
18870,0.923
3873,0.878
29156,1.813
3093,1.313
24100,2.341
34975,2.802
8681,3.041
8764,2.32
19095,1.507
35727,2.375
21954,3.041
33920,0.684
17300,2.142
22714,1.058
14057,1.233
32795,1.097
28420,1.411
4187,0.803
2754,2.49
32996,1.299
30709,1.851
11884,4.75
13577,1.611
22163,1.11
2341,1.811
32878,2.584
29671,1.843
12543,0.752
17739,2.514
4355,5.00001
33864,1.927
13490,3.318
11417,1.91
7077,2.655
30876,1.581
1737,1.442
784,1.614
3287,1.014
10714,2.748
35687,4.974
19302,1.128
21690,1.431
4509,1.139
32095,2.919
18650,1.43
36598,2.109
33984,1.673
34779,1.379
16275,2.388
24081,0.864
31431,1.306
551,3.154
8269,4.2
6940,3.374
19011,1.248
34952,0.869
17560,2.453
14487,1.666
5255,1.293
29936,5.00001
19745,1.215
30604,2.188
7092,2.8
14073,1.396
3618,1.37
26309,4.293
35018,2.154
7835,2.01
29697,2.291
13056,1.456
32891,1.19
36920,2.056
7872,1.059
24182,1.967
31643,3.465
867,0.612
30377,1.221
31037,0.525
32143,5.00001
16681,1.429
34297,1.613
31478,0.922
2838,2.943
10418,0.647
31984,3.982
18236,2.095
25973,1.583
27224,1.135
25368,1.716
14160,0.979
10069,1.247
763,1.236
11131,1.394
11503,2.922
29965,1.45
6906,0.854
15331,4.273
28528,2.0
7191,2.142
10696,3.229
23223,3.294
22193,1.41
21579,3.599
8942,2.078
4102,0.89
13848,3.125
36663,1.741
5387,2.422
13951,1.631
19168,0.615
1462,2.472
13027,1.015
22374,0.669
15001,1.958
24596,0.935
21418,0.554
3816,0.73
4396,2.674
27820,1.529
118,4.097
8205,1.577
23514,2.722
14018,2.207
2815,3.477
14837,2.75
4499,1.458
14411,2.896
36818,2.289
27011,4.585
31997,3.482
36988,2.292
18648,0.753
6131,1.012
11160,2.077
28637,0.753
8831,2.361
27168,1.028
6284,3.207
31822,1.919
10159,1.279
13401,1.58
20120,1.65
5844,1.8
5426,1.188
19594,2.449
36392,1.833
27496,1.763
2173,0.913
12145,2.453
11906,1.136
695,0.712
36156,2.2
26493,0.696
15814,2.453
31273,1.073
17949,1.125
20869,1.585
33992,1.453
11802,1.613
26975,2.281
36912,1.607
18685,2.889
19393,0.913
20275,2.419
13136,3.219
24980,0.779
23388,0.875
11112,1.346
15309,5.00001
32484,1.931
15061,3.615
35358,2.909
7058,2.103
3598,2.826
20386,0.914
6525,4.161
19296,1.758
14136,1.481
388,2.532
23985,2.083
21813,1.784
10395,1.576
35021,5.00001
6947,2.232
12092,1.182
6628,2.971
1082,0.956
32514,1.5
15745,1.125
28472,4.433
24544,0.929
19794,1.898
19721,0.882
4555,2.583
29177,0.576
10472,1.417
36553,2.907
18080,5.00001
22742,0.557
8637,0.977
11591,1.355
8508,2.587
17173,3.287
25087,1.619
28735,1.225
16699,0.645
901,5.00001
23670,1.588
26056,3.256
11776,0.435
26092,1.114
6342,2.272
20245,1.853
5981,5.00001
4468,0.875
32093,0.715
24031,3.883
2503,1.563
29585,1.018
32851,1.919
28172,2.409
25767,1.448
16244,0.906
7543,5.00001
30098,0.58
20029,1.58
26479,0.835
5700,1.3
18037,4.75
34700,0.996
8567,5.00001
10932,1.22
28079,2.2
35073,5.00001
22173,2.684
30895,1.031
6257,1.778
2279,2.455
28955,1.31
25690,2.2
8082,1.824
19864,1.728
3174,4.0
11122,1.625
14709,0.571
259,1.609
2112,1.211
23286,0.977
4313,3.872
28168,2.5
22224,2.286
24610,3.11
14944,3.513
13566,2.201
19032,0.55
35306,0.881
7823,0.844
13581,2.229
25062,1.563
14456,1.688
35816,1.313
21066,3.227
33502,1.34
31465,0.697
31052,3.039
22109,2.2
24119,1.714
25927,0.788
30625,1.992
22025,0.937
17070,2.118
20307,5.00001
5712,2.621
4414,1.932
15208,0.752
7097,1.464
16488,1.151
1927,5.00001
3863,0.813
13904,1.904
22115,2.85
913,1.734
5573,4.17
21767,0.986
9277,1.163
19511,3.149
24506,3.312
25658,1.758
31044,2.887
18448,5.00001
11892,5.00001
5934,1.505
4370,2.109
17034,1.504
4790,0.859
15531,3.203
36021,1.0
27313,2.594
16492,2.281
33338,0.72
13354,0.964
35472,2.743
24709,0.979
18651,2.563
27392,2.0
34289,2.318
5589,0.996
15438,1.733
1520,1.125
26873,1.042
20458,0.494
6664,2.856
4296,5.00001
36797,2.151
23922,2.074
14658,4.452
37077,1.433
6004,2.165
20787,1.753
13984,3.5
21048,1.82
32107,3.83
10062,0.562
27688,1.546
1325,2.075
6161,2.21
19644,0.884
18246,2.135
13952,1.0
7761,1.52
25112,0.856
16461,1.491
3053,0.819
1233,4.429
34623,0.604
33227,1.406
26285,1.448
31963,1.434
32631,0.949
1792,2.788
24913,0.95
19722,2.496
21700,2.316
2513,1.286
6957,1.038
29859,1.419
29720,0.598
22318,2.168
33286,2.871
6478,0.964
20190,2.731
1069,1.909
21478,1.184
5285,1.643
11665,2.314
12240,2.042
17109,2.938
16150,5.0
566,2.433
23924,4.112
13470,0.575
13882,2.431
11473,1.207
13655,1.851
33500,0.889
6355,4.6
26458,0.892
28876,5.00001
2782,2.347
36509,2.972
9593,2.464
13486,2.7
18020,2.145
19421,1.292
26753,2.231
24222,0.713
29571,0.847
5006,1.204
7568,0.992
2818,1.469
3335,2.656
5878,2.38
26000,1.089
3529,5.00001
11043,1.452
11142,2.05
12158,3.28
10888,1.507
19979,1.202
17828,3.955
33036,2.526
32900,1.77
11932,1.646
30807,0.697
25962,2.167
29516,1.2
27123,1.875
29856,5.00001
19122,0.649
36073,1.023
13737,2.983
33719,3.532
5671,1.098
20397,4.0
25066,1.644
27852,0.325
21600,5.00001
30878,0.705
19200,1.656
3397,4.25
9159,2.641
23699,4.333
8737,1.91
16666,1.677
4999,1.381
21972,1.587
21789,2.17
7170,0.8
17105,4.521
19297,0.525
24326,1.518
11133,1.394
207,1.566
8284,0.961
4696,1.493
4827,1.625
1042,1.543
18774,1.315
9167,1.509
11396,3.9
29579,2.714
26842,1.0
22290,1.114
5256,2.368
536,1.695
24987,0.875
31426,1.58
16077,1.703
20512,2.474
36233,3.216
16106,0.736
1828,0.652
1777,1.125
4913,1.583
12012,1.453
24753,2.466
11069,1.918
25039,2.75
33653,1.027
19149,0.675
29104,4.07
282,2.776
33715,1.249
922,4.3
10276,3.341
25512,3.287
20320,1.236
32374,1.582
8378,4.305
5909,2.008
10010,0.691
23088,1.957
27342,1.304
16147,2.572
31521,2.54
17477,0.623
14286,2.75
25991,0.637
35048,1.345
11187,2.555
12409,2.063
15159,2.795
4878,3.633
11912,2.028
2334,2.798
9345,2.479
21380,2.307
22637,1.064
18831,2.033
25714,1.444
34180,2.1
10462,1.998
2329,1.05
12819,1.625
27166,0.654
6318,1.414
16375,2.885
35810,1.62
8581,1.688
5156,1.798
17923,1.89
6245,1.542
35218,2.224
15763,2.75
3157,3.155
14199,1.5
10589,1.05
27523,0.679
31552,1.49
13014,1.28
13066,1.019
7570,1.625
2729,2.067
13294,3.7
18496,2.288
18605,2.239
10512,1.371
6274,3.516
25682,2.23
14476,1.361
3300,1.261
23252,1.583
32279,1.03
29667,2.713
20740,1.388
14462,4.602
19167,1.832
28230,0.971
5193,1.585
35221,0.969
24944,1.373
7135,4.276
30037,5.00001
23469,0.869
24575,1.287
12269,2.32
662,1.26
23575,2.0
34654,2.738
7001,1.73
24491,2.655
15042,1.33
16323,2.812
5613,2.41
16824,1.0
16640,3.5
849,1.67
823,2.76
1403,1.887
5420,2.249
11355,0.4
5301,0.93
36778,1.821
3002,5.00001
9936,1.105
30216,1.903
186,2.413
29996,1.22
9104,1.412
21294,2.426
36182,1.537
7453,1.176
10373,2.442
6047,0.729
32681,4.148
34947,1.813
638,5.0
11059,0.485
6349,4.203
1848,2.28
7219,2.103
36477,2.0
14907,2.346
21763,1.397
10432,1.833
32438,2.396
22435,3.137
19837,0.967
4494,1.05
31156,2.265
23854,1.797
17281,2.317
19777,5.00001
20728,1.813
15261,0.69
14743,1.987
3562,0.554
23533,1.956
34134,3.5
12673,2.515
16005,1.5
6281,3.31
24489,2.115
35557,2.762
24164,1.213
21701,1.969
12964,3.39
18477,1.974
9835,4.38
28853,1.992
30137,0.974
10711,3.42
27407,2.38
19178,2.929
34163,1.812
4766,1.013
33008,1.362
11052,0.675
10671,1.875
25239,2.362
24869,1.718
3825,0.875
736,1.996
24432,3.021
5581,1.388
23607,4.35
24791,4.03
22131,3.928
21475,0.842
22386,2.946
27651,1.52
27294,3.625
15759,0.979
3116,1.0
37122,1.346
30044,1.104
18564,2.915
33435,5.00001
27653,1.524
29574,1.754
1945,1.639
10130,1.693
35428,1.125
35711,1.839
17242,1.875
16115,3.343
14088,1.905
24851,0.922
27094,2.221
22992,1.25
25220,3.659
33070,0.475
20927,2.761
22570,2.824
33871,0.961
23047,0.851
18456,1.63
15953,0.823
29984,4.188
3763,2.956
36254,4.202
430,1.091
4020,1.75
11823,1.221
36640,1.625
2991,1.587
24767,2.728
36095,3.022
789,0.96
303,1.014
10939,0.566
354,1.517
11032,1.556
26848,3.249
10850,5.00001
34908,2.455
23093,1.476
5090,0.813
17586,1.421
28602,0.648
27570,2.178
21256,1.846
36263,1.098
36018,2.538
36713,0.988
36275,2.358
23063,1.394
29878,1.958
16561,1.201
12447,1.627
27368,2.119
14618,5.00001
603,0.609
27614,1.428
2879,2.66
5098,1.271
13880,0.969
17748,1.727
1627,1.404
36703,2.953
5852,3.143
19824,1.716
24863,5.00001
6163,1.135
16134,2.821
31314,5.00001
448,1.368
31263,1.591
27318,2.875
30512,1.663
10199,1.107
34459,1.534
9018,1.363
15791,0.697
13205,1.594
3976,1.857
27929,4.314
28112,1.188
13506,1.96
34335,1.667
36445,2.179
25367,3.897
18912,1.958
35387,2.558
25985,0.621
27047,0.685
4792,1.375
26244,0.702
19113,5.00001
30028,1.458
5258,0.546
16729,1.511
750,1.618
31205,1.137
16269,1.225
11240,1.121
9512,1.5
33376,2.913
33449,1.753
6459,0.582
526,0.701
22792,2.75
34710,1.675
340,1.612
10585,0.981
12897,3.818
111,1.107
20485,1.176
32010,2.168
2741,2.621
27274,0.674
36886,1.403
34124,1.941
23150,1.267
18960,3.382
33162,2.66
20383,5.00001
12338,1.158
8555,2.225
33169,1.555
7936,0.832
11842,2.177
11688,1.503
24723,3.836
26273,2.985
20402,5.0
13844,3.125
33550,1.607
21126,2.208
22818,1.65
23222,1.848
36264,4.05
17151,1.25
36577,3.126
36001,2.289
13980,2.542
21328,3.115
6290,3.4
31392,1.911
15581,3.5
5860,0.948
36368,1.938
16831,1.838
29367,1.265
33313,2.337
32829,3.216
36670,1.932
10020,2.486
27806,0.975
24655,0.875
12265,0.908
13990,5.00001
11689,1.518
9805,4.251
7202,0.851
4940,1.415
30294,2.413
28903,1.087
19628,1.527
8491,0.475
5457,0.709
11824,4.846
6154,5.00001
23372,0.425
12680,2.418
1952,1.25
4902,5.00001
12098,3.5
25258,0.694
33015,4.359
14212,3.393
8537,0.673
10966,1.614
33586,5.00001
21670,2.25
19330,5.00001
13251,4.305
853,1.969
34450,2.764
10052,1.382
15797,0.584
15736,1.097
34830,2.683
23551,2.382
17318,0.875
25655,3.518
18657,4.255
5438,1.111
26486,1.223
28150,1.839
36565,2.603
24279,1.411
34635,0.623
25385,1.406
34868,1.535
32359,0.729
26291,2.436
11991,4.429
25941,0.938
2702,2.054
18974,1.59
16657,1.87
7201,2.554
35811,1.734
9303,2.861
24133,0.477
15476,3.875
35832,5.00001
22325,1.734
2497,3.025
31278,3.474
11235,0.682
33299,1.844
20529,1.792
12909,3.994
12076,3.151
7142,1.634
28864,2.23
9456,0.6
36234,0.973
23950,2.481
29257,3.295
25457,5.00001
5279,5.00001
35481,0.96
36719,2.36
22797,1.594
16791,4.513
23808,1.75
14810,1.993
29916,1.02
25120,0.95
11923,2.346
7509,1.928
35229,1.867
15122,0.674
22447,2.89
3688,1.107
14900,2.396
9655,1.417
3498,0.782
33925,2.279
26492,5.00001
10507,0.742
22540,2.376
10854,1.508
29587,2.258
10292,2.024
14042,3.75
15742,2.941
14274,2.176
27772,0.934
32890,3.649
30371,2.657
4026,0.877
11075,1.426
9330,3.405
16995,0.641
12869,1.264
3353,1.483
35574,2.304
2844,2.304
34926,4.507
30843,1.302
28964,1.739
34502,4.178
25650,1.375
33548,3.349
35788,1.561
10070,2.84
24315,2.397
12025,3.349
20968,1.25
27611,1.857
23266,2.25
24300,2.6
32919,1.904
28117,2.872
27459,1.227
23418,1.529
36308,1.816
794,3.179
37037,1.188
342,1.587
29590,3.44
9078,5.00001
19521,2.28
11878,2.4
21678,2.423
21487,4.676
20541,1.772
18389,1.281
2351,0.75
34168,1.592
16437,1.589
17983,2.931
4859,1.292
9311,1.706
9207,1.671
30989,3.5
22758,5.00001
3661,1.139
7407,1.625
34404,1.255
423,1.031
12810,0.955
87,2.269
31937,3.468
9156,1.0
36555,3.71
8927,2.825
20287,2.383
14482,1.431
8212,0.819
21336,2.195
25019,1.026
5208,3.5
29316,2.319
10886,3.932
5820,3.625
35882,0.62
3404,5.00001
27172,2.287
20358,1.958
8224,0.7
24069,2.304
34663,0.528
36514,1.836
22430,2.575
31301,2.175
4139,0.926
11851,2.528
17444,2.182
19732,0.574
29627,5.00001
10890,1.435
616,1.7
27635,0.735
18430,3.3
14169,2.21
594,2.0
7898,1.813
1773,2.81
34589,1.905
18131,3.02
17534,2.379
8837,1.984
8425,1.899
26020,1.194
2472,3.298
35329,3.147
11849,3.846
7633,0.74
6568,1.007
11175,0.6
19025,1.608
4943,4.125
36010,1.635
20937,1.679
26128,2.966
17508,2.235
31394,0.654
14168,2.638
14167,3.804
6082,0.691
5910,1.208
28595,4.904
32282,0.978
20795,0.802
16530,0.936
16500,0.478
8829,1.388
7159,1.585
19783,1.018
31587,1.543
32947,0.936
30076,1.358
6219,0.753
19359,5.00001
22640,0.719
12917,1.887
10201,2.195
30092,1.653
374,1.798
25734,1.604
34598,1.654
24213,2.674
23407,1.542
15184,2.115
32756,1.977
27606,2.042
1252,1.163
37120,2.966
11701,1.38
14308,0.926
16769,0.962
26413,1.601
28257,2.453
24192,1.009
8719,0.763
35080,5.00001
10614,2.045
3644,4.392
6411,2.531
36420,0.516
35362,1.375
8074,0.475
33295,2.58
21357,1.483
842,0.552
18332,2.875
32309,2.252
8594,3.229
20330,0.881
6843,2.027
35356,2.212
5087,2.432
34224,0.451
7095,5.00001
36278,0.694
10425,0.919
1858,1.286
29599,3.441
28791,2.875
9443,2.586
30869,2.5
34958,1.375
22748,5.00001
16744,1.179
23335,2.15
14633,3.325
11458,2.697
25187,2.922
8888,5.00001
34628,0.61
15363,2.699
3461,1.171
27944,5.00001
7005,1.142
27810,3.625
9614,5.00001
33004,5.00001
15925,2.731
36149,2.346
25850,4.513
21460,3.572
13706,2.1
6452,1.775
28369,1.154
33969,2.615
32471,0.713
29747,2.625
29580,2.698
7513,1.75
36627,1.948
34795,2.66
8005,1.347
24065,3.796
9983,3.58
3289,1.625
31971,0.648
31603,3.324
22520,0.968
11221,0.6
18150,1.214
31391,3.429
16334,1.545
2484,3.547
16181,1.719
19166,2.081
20334,5.00001
32779,5.00001
28725,0.918
20215,2.154
1534,3.114
33292,0.858
19855,0.541
15723,1.266
26609,1.057
26059,1.93
23224,0.939
25511,0.98
20957,4.188
6671,0.928
24712,0.875
22161,0.586
14357,1.194
8822,2.298
30436,0.95
16248,0.641
24611,2.75
14201,1.68
3577,3.822
1167,1.036
20186,5.00001
27998,0.988
19349,1.184
16506,3.412
31277,1.776
27013,1.813
26383,1.069
6499,1.55
35212,2.173
20369,0.825
14800,0.851
34810,5.00001
8103,4.291
5112,2.833
16232,0.455
7383,1.606
27744,1.225
9153,3.592
20692,0.788
26097,0.388
16752,2.812
5523,2.349
4409,1.625
12018,0.907
32361,4.746
9140,0.759
18808,5.00001
14693,0.875
30556,1.342
21265,2.776
24284,0.747
6041,2.024
9800,1.41
18329,1.077
19611,1.111
11637,3.658
25398,2.409
35590,1.896
24665,3.309
18499,0.675
6607,3.822
24257,1.416
26993,4.1
9654,5.0
7652,2.654
20116,1.138
13263,2.71
15651,3.328
14794,3.454
18963,4.425
5732,4.72
13464,1.9
33728,3.02
5393,2.625
18646,2.201
24923,1.853
25323,2.891
27271,3.938
27030,1.293
28691,0.65
5761,3.804
5395,1.775
8174,2.458
15903,3.661
28672,2.258
9161,0.915
12362,2.042
10563,1.255
13910,1.368
34946,1.577
30290,5.00001
31121,5.00001
29332,1.704
8623,0.928
25080,1.501
18977,1.778
16107,2.696
14994,1.55
26444,2.203
23863,5.00001
32229,0.664
4662,1.372
29661,1.841
58,4.55
21479,0.675
20011,2.056
29767,3.803
11615,1.151
27136,2.724
19920,3.259
30243,2.335
30874,2.293
23797,2.415
15224,2.67
27666,5.00001
23795,1.958
7617,3.887
23630,2.52
28445,0.962
12104,0.707
34675,1.833
31069,2.25
11350,1.601
20603,1.5
6227,0.892
14856,0.718
20552,1.08
33283,5.00001
9314,1.3
11327,1.726
25625,1.583
8341,1.194
17341,0.788
9222,1.181
34350,1.731
28686,1.382
10645,2.362
7916,2.424
31775,2.615
18811,1.668
27494,1.0
27169,2.876
2115,2.962
16062,2.351
15198,3.194
27481,1.782
9789,1.958
1138,0.88
32079,4.635
1500,2.578
36394,1.61
13788,1.566
34721,0.863
24243,2.73
22244,2.728
17793,4.445
1225,2.826
13031,1.311
26645,0.991
398,1.019
27177,1.648
17333,1.761
8918,1.261
14865,1.775
33269,4.477
32604,3.831
15201,2.125
13604,2.225
36902,3.55
1703,0.938
33056,1.272
21147,1.038
20577,1.19
28233,0.754
16885,2.416
11888,2.236
4103,1.568
10590,2.0
12437,2.989
9212,2.542
5767,0.542
1559,1.818
12862,5.00001
677,0.7
25290,1.03
7749,1.161
2839,1.25
36838,2.929
31251,2.104
746,2.095
14032,1.083
23839,1.208
7210,0.975
3894,2.423
9048,3.804
5054,1.327
18191,2.605
26688,1.86
23438,1.635
6836,1.744
11659,1.097
36786,1.019
28010,2.643
12528,1.519
21927,1.015
4340,0.904
18449,2.431
2587,4.646
7833,1.884
26953,0.782
29478,5.00001
19615,2.297
20439,1.838
25556,3.741
12195,1.542
18539,1.654
5607,2.119
14610,1.026
651,1.286
21655,1.308
14814,1.43
4004,0.61
15044,1.927
31292,4.083
8259,2.137
8037,1.385
18259,4.259
7774,1.586
12185,1.714
26320,1.61
23367,1.054
23390,0.375
17306,3.188
21168,1.869
11406,1.721
22333,2.39
31325,5.00001
26644,3.678
19702,4.389
23654,0.996
27412,1.764
36846,2.438
2342,1.056
2605,3.151
8122,1.851
740,1.585
36346,1.181
8878,1.406
7000,1.957
33842,0.962
22608,1.703
24153,1.375
22977,1.851
26719,1.44
10215,1.13
25253,1.209
22123,1.475
15090,1.188
1626,4.425
19780,2.417
3511,3.724
17401,1.163
36532,2.526
36508,1.62
7702,3.868
21240,1.039
21833,1.909
20768,2.669
29853,2.294
26378,0.894
8892,3.382
33703,2.262
13368,0.687
22063,0.967
20979,5.00001
27498,3.423
19764,3.461
19801,0.926
32980,1.394
9565,0.811
4921,1.648
8607,1.375
29122,1.549
4617,2.178
14420,2.254
8911,4.667
4039,3.435
10499,0.539
3939,2.933
35585,1.565
35862,2.42
23868,2.073
9260,0.675
36286,2.21
3117,2.986
26532,0.59
3396,1.045
6258,2.796
34661,1.351
26704,0.905
30368,0.955
25783,2.833
16542,2.193
34314,1.85
27906,0.928
35710,1.844
6539,2.356
5286,0.441
13199,2.0
15982,1.542
4988,1.358
9038,1.78
1754,1.319
32078,3.847
4519,2.067
14901,5.00001
9187,0.526
32850,0.683
10920,0.586
19205,4.318
36620,1.14
33293,2.89
5990,0.937
19085,0.344
35262,2.985
14686,1.0
15703,0.804
33425,3.555
5738,2.599
6312,1.274
24,0.832
9041,1.094
24986,2.332
7084,4.065
7291,1.438
13533,1.292
30573,1.898
1135,1.413
5495,1.063
20767,2.544
28239,0.83
13517,1.873
4356,4.507
9767,1.587
28782,3.67
19649,1.535
12342,1.639
429,3.526
8584,0.847
30535,1.819
23650,1.212
20668,1.705
25529,2.172
18194,0.526
13194,3.496
29288,1.964
21860,0.905
10438,1.688
22410,3.35
26563,5.00001
35036,3.353
22667,0.706
786,1.813
24622,1.17
6542,5.00001
18271,1.862
30566,1.332
6950,4.727
18422,5.00001
29028,1.702
34434,5.00001
6666,3.881
34212,1.979
8604,5.00001
21643,2.348
10650,1.647
25059,1.553
17868,0.59
22603,1.736
4554,1.177
8317,4.224
27729,2.114
17032,2.083
31666,1.425
36315,0.875
28533,1.136
5318,2.547
7534,1.154
6760,1.677
29439,1.856
13568,1.303
28496,0.735
33255,2.448
11732,1.069
25085,3.235
27757,1.98
9780,0.875
29660,2.613
25409,1.708
28357,1.375
4725,1.813
5781,1.612
15362,0.556
32171,3.426
12414,5.00001
18315,2.495
4172,1.475
10833,1.588
12803,1.325
19182,0.883
35991,0.96
6928,0.87
1940,2.421
27932,3.361
6808,0.956
20455,5.0
21096,0.931
4621,1.104
23991,0.566
18004,0.675
29840,1.519
27191,1.538
7419,2.554
33635,0.684
16127,5.00001
17211,1.125
7157,2.196
35453,4.261
34482,1.258
35591,0.595
26351,0.912
25275,1.676
34288,1.592
33085,3.75
18028,1.717
30319,1.015
10856,1.542
28056,1.761
16519,1.035
29142,0.966
10848,5.00001
30416,1.24
4489,2.395
36536,5.00001
19655,1.411
33714,1.125
24877,1.934
18637,2.76
16340,2.11
6018,2.166
7476,1.917
18494,2.083
10277,2.417
920,4.26
25498,1.164
36731,1.807
13157,2.603
7176,1.102
13428,2.361
31047,0.533
14228,3.118
17457,2.264
5489,4.602
10826,0.677
8718,1.5
20596,2.551
31593,0.951
12075,4.309
19548,0.904
31477,1.056
28779,1.634
36888,1.504
17707,2.641
22473,1.042
19941,3.617
12709,1.104
32952,0.971
9071,1.77
12656,1.773
22171,1.265
19066,1.713
20823,1.438
17303,1.885
2132,2.347
12948,0.641
16128,1.783
25845,2.901
306,3.431
19621,3.065
35117,1.269
35593,3.098
1430,1.44
28862,1.504
23202,0.943
13054,3.455
14576,2.536
11467,5.00001
12261,2.804
17496,2.243
19526,1.143
16821,1.234
20149,2.833
25050,1.407
